Dialogueacts_level1,Dialogueacts_level2,Dialogueacts_level3,Dialogueacts_level4,Dialogueacts_level5,slot0,slot1,slot2,slot3,slot4,slot5
Answer.TalkMore,Answer.joking_sarcastic,Answer.elaboration,Answer.continuation,,Iron Man was fun.,I thought Iron Man was really awesome.  My boyfriend and I saw it at the theater and we cheered out loud during a lot of the action scenes.,"I saw it with my boyfriend, too, by which I mean I spent a lot of time fantasizing about Robert Downey Jr.","Yes, I think he's really overcome his drug and alcohol issues and I admire him for it.",I agree.  I saw a segment on the news where he met with a young boy who had a prosthetic arm and it was really touching,
Answer.TalkMore,Answer.joking_sarcastic,,,,Iron Man was fun.,I thought Iron Man was really awesome.  My boyfriend and I saw it at the theater and we cheered out loud during a lot of the action scenes.,"I saw it with my boyfriend, too, by which I mean I spent a lot of time fantasizing about Robert Downey Jr.",,,
Answer.positive,Answer.change,,,,Iron Man was fun.,I loved that movie! The action kept you interested and on your seat. Plus I though the actors were cute too.,I don't know why they can't make the Thor movies as good as Iron Man.,,,
Answer.positive,Answer.joking_sarcastic,,,,Iron Man was fun.,I loved that movie! The action kept you interested and on your seat. Plus I though the actors were cute too.,"Tell me about it, that Jon Favreu is HOT.",,,
Answer.positive,,,,,Iron Man was fun.,I loved that movie! The action kept you interested and on your seat. Plus I though the actors were cute too.,,,,
Answer.positive,Answer.continuation,Answer.elaboration,,,Iron Man was fun.,I loved that movie! The action kept you interested and on your seat. Plus I though the actors were cute too.,The movie was really well cast. It's a rare case where Hollywood glamour makes a lot of sense for the characters.,"They spend 5 weeks just trying to find the main cast, it took quite a while.",,
Answer.positive,Answer.continuation,Answer.change,,,Iron Man was fun.,I loved that movie! The action kept you interested and on your seat. Plus I though the actors were cute too.,The movie was really well cast. It's a rare case where Hollywood glamour makes a lot of sense for the characters.,"Some movies aren't cast well, have you seen King Arthur?",,
Answer.positive,Answer.continuation,,,,Iron Man was fun.,I loved that movie! The action kept you interested and on your seat. Plus I though the actors were cute too.,The movie was really well cast. It's a rare case where Hollywood glamour makes a lot of sense for the characters.,,,
Answer.positive,Answer.continuation,Answer.continuation,,,Iron Man was fun.,I loved that movie! The action kept you interested and on your seat. Plus I though the actors were cute too.,The movie was really well cast. It's a rare case where Hollywood glamour makes a lot of sense for the characters.,"Yes, everything was well put together.",,
Answer.positive,Answer.continuation,Answer.joking_sarcastic,,,Iron Man was fun.,I loved that movie! The action kept you interested and on your seat. Plus I though the actors were cute too.,The movie was really well cast. It's a rare case where Hollywood glamour makes a lot of sense for the characters.,A movie that is well cast that is good? No way! Lol!,,
Answer.positive,Answer.elaboration,Answer.joking_sarcastic,,,Iron Man was fun.,I loved that movie! The action kept you interested and on your seat. Plus I though the actors were cute too.,"Robert Downey Jr. just has so much charisma, you like him even when he's being a jerk.","Yes, stomping the enemy sure showed his concern!",,
Answer.positive,Answer.elaboration,Answer.continuation,,,Iron Man was fun.,I loved that movie! The action kept you interested and on your seat. Plus I though the actors were cute too.,"Robert Downey Jr. just has so much charisma, you like him even when he's being a jerk.",He is amazing and extremely talented.  I was on the edge of my seat throughout the movie.,,
Answer.positive,Answer.elaboration,Answer.elaboration,,,Iron Man was fun.,I loved that movie! The action kept you interested and on your seat. Plus I though the actors were cute too.,"Robert Downey Jr. just has so much charisma, you like him even when he's being a jerk.",I loved when he was able to defeat the enemy but also show his concern for the everyday people.,,
Answer.positive,Answer.elaboration,,,,Iron Man was fun.,I loved that movie! The action kept you interested and on your seat. Plus I though the actors were cute too.,"Robert Downey Jr. just has so much charisma, you like him even when he's being a jerk.",,,
Answer.positive,Answer.elaboration,Answer.change,,,Iron Man was fun.,I loved that movie! The action kept you interested and on your seat. Plus I though the actors were cute too.,"Robert Downey Jr. just has so much charisma, you like him even when he's being a jerk.",Are you finished your homework for the day?,,
Answer.negative,,,,,Iron Man was fun.,I don't know.  I felt that my time could have been better spent watching a different film,,,,
Answer.TalkMore,Answer.continuation,Answer.elaboration,Answer.elaboration,,Iron Man was fun.,I thought Iron Man was really awesome.  My boyfriend and I saw it at the theater and we cheered out loud during a lot of the action scenes.,"Oh, cool, the experience of seeing it with a crowd always heightens the experience.",I waited to see Spiderman at home and it wasn't very exciting.,I prefer to watch movies at home because crouds always stress me out.,
Answer.TalkMore,Answer.change,,,,Iron Man was fun.,I thought Iron Man was really awesome.  My boyfriend and I saw it at the theater and we cheered out loud during a lot of the action scenes.,Do you go to the movies with your boyfriend a lot?,,,
Answer.TalkMore,Answer.continuation,Answer.elaboration,Answer.change,,Iron Man was fun.,I thought Iron Man was really awesome.  My boyfriend and I saw it at the theater and we cheered out loud during a lot of the action scenes.,"Oh, cool, the experience of seeing it with a crowd always heightens the experience.",I waited to see Spiderman at home and it wasn't very exciting.,"When it comes down to it, the books are better most of the time.",
Answer.TalkMore,Answer.continuation,Answer.elaboration,Answer.continuation,,Iron Man was fun.,I thought Iron Man was really awesome.  My boyfriend and I saw it at the theater and we cheered out loud during a lot of the action scenes.,"Oh, cool, the experience of seeing it with a crowd always heightens the experience.",I waited to see Spiderman at home and it wasn't very exciting.,I feel like the rewrites of movies are never as good as the originals.,
Answer.TalkMore,,,,,Iron Man was fun.,So what was your favorite part of the movie? Can you tell me more about the characters?,,,,
Answer.rhetorical,Answer.continuation,Answer.continuation,,,Iron Man was fun.,I'm not sure that I really would classify this as a good film.,I thought it was brilliant! Robert Downey Jr. was hilarious and portrayed Tony Stark very well!,But at the end of the day it's really just a special effects spectacle.,,
Answer.rhetorical,Answer.continuation,Answer.change,Answer.elaboration,,Iron Man was fun.,I'm not sure that I really would classify this as a good film.,I thought it was brilliant! Robert Downey Jr. was hilarious and portrayed Tony Stark very well!,"I do think he works better as the star of his own movie, when they try to make him share the screen with the other Avengers he ends up outshining the rest of them with his charisma.","I think his acting has really come a long way from his older movies. Do you remember him in ""Chances Are""? Great flick!",
Answer.rhetorical,Answer.continuation,Answer.change,Answer.change,,Iron Man was fun.,I'm not sure that I really would classify this as a good film.,I thought it was brilliant! Robert Downey Jr. was hilarious and portrayed Tony Stark very well!,"I do think he works better as the star of his own movie, when they try to make him share the screen with the other Avengers he ends up outshining the rest of them with his charisma.",What about the other Avengers? Who is your favorite besides Iron Man?,
Answer.rhetorical,Answer.continuation,Answer.elaboration,Answer.joking_sarcastic,,Iron Man was fun.,I'm not sure that I really would classify this as a good film.,I thought it was brilliant! Robert Downey Jr. was hilarious and portrayed Tony Stark very well!,"I'll grant you that it might be appealing from a wish-fulfillment perspective, who wouldn't want to be a billionaire genius celebrity heartthrob? But there just wasn't much meat to the story.","Heartthrob, eh? Are we maybe edging into lady doth protest too much territory?",
Answer.rhetorical,Answer.continuation,Answer.change,Answer.joking_sarcastic,,Iron Man was fun.,I'm not sure that I really would classify this as a good film.,I thought it was brilliant! Robert Downey Jr. was hilarious and portrayed Tony Stark very well!,"I do think he works better as the star of his own movie, when they try to make him share the screen with the other Avengers he ends up outshining the rest of them with his charisma.",I wonder if Iron Man knows how to actually iron....I could use a hot maid around here!,
Answer.rhetorical,Answer.continuation,Answer.elaboration,,,Iron Man was fun.,I'm not sure that I really would classify this as a good film.,I thought it was brilliant! Robert Downey Jr. was hilarious and portrayed Tony Stark very well!,"I'll grant you that it might be appealing from a wish-fulfillment perspective, who wouldn't want to be a billionaire genius celebrity heartthrob? But there just wasn't much meat to the story.",,
Answer.rhetorical,Answer.continuation,,,,Iron Man was fun.,I'm not sure that I really would classify this as a good film.,I thought it was brilliant! Robert Downey Jr. was hilarious and portrayed Tony Stark very well!,,,
